rec-id,version,first-name,surname,birth-name,postcode,city,ssn,birth-year,birth-month,birth-day
rec-00442,dup-0,ruby,mason,girdler,20099,hamburg,367791666,1977,4,29
rec-00443,dup-0,jade,jean,,60437,frankfurt am main,602780283,1973,8,21
rec-00450,dup-0,elly,boutchard,,61381,friedrichsdorf,359726734,1985,9,15
rec-00463,dup-0,reegan,coleman,sarah,14641,nauen,144877251,2009,3,2
rec-00470,dup-0,kelsey,steinert,,71088,holzgerlingen,302392502,5,2011,21
rec-00487,dup-0,kayla,ballantyne,green,27798,hude (oldenburg),874250275,1990,9,3
rec-00498,dup-0,kallie,pyle,,15890,eisenhuttenstadt,777393797,1957,1,8
rec-00510,dup-0,jessica,hodby,,33619,bielefeld,28456508,1989,17,11
rec-00515,dup-0,jasmyn,colemam,,12107,berlin mariendorf,842435743,1947,5,20
rec-00517,dup-0,abby,bellamy,,31621,pennigsehl,883964321,2011,2,27
rec-00527,dup-0,isabella,pegg,,79730,mu5g,790457762,1964,12,2
rec-00567,dup-0,emiily,clarke,clarysse,19260,vellahn,338571535,1996,11,18
rec-00569,dup-0,holly,green,egan,30161,hannover,746318712,1989,3,7
rec-00579,dup-0,jessica,bennier,,74549,wolpertshausen,590783767,1951,10,22
rec-00595,dup-0,michaela,mccarthy,,26931,elsfleth,28341177,1969,11,25
rec-00605,dup-0,stephanie,coleman,,50126,bergheim,776376454,1978,6,28
rec-00610,dup-0,samantha,lowe,dixon,77876,kappelrodeck,225432948,1990,9,23
rec-00618,dup-0,jessie,white,,90547,stein,699552598,1999,7,26
rec-00636,dup-0,lily,shelley,,30457,hannover,687346391,1968,5,6
rec-00642,dup-0,mikayla,kincaid,gigney,85053,ingolstadt,444764916,1961,4,23
rec-00645,dup-0,caitlin,hingston,tiller,25421,pinneberg,154962724,1971,11,12
rec-00647,dup-0,isabella,ah chin,,10407,berlin prenzlauer berg,587822120,2006,3,1
rec-00664,dup-0,tahni,longman,yoon,49844,bawinkel,768175343,1954,9,29
rec-00677,dup-0,lily,nonas,,78052,villingen-schwenningen,381776867,1963,9,18
rec-00690,dup-0,sophie,dixon,,82362,weilheim i. ob,220108575,1976,12,15
rec-00697,dup-0,erin,tiffin,,31693,hespe,181663912,2001,6,17
rec-00707,dup-0,kaitlyn,bates-brownsword,hyles,68549,ilvesheim,6953637,1983,8,4
rec-00743,dup-0,sascha,robson,,25920,risum-lindholm,80110824,1981,10,1
rec-00752,dup-0,charlotte,adrain,,64683,einhausen,469809002,2017,2,7
rec-00754,dup-0,samantha,wiseman,,10785,berlin tiergarten,14670442,1958,6,21
rec-00767,dup-0,tiarna,brining,,13351,berlin wedding,390132810,2003,1,1
rec-00771,dup-0,katelyn,george,,46395,bocholt,435160876,2020,4,30
rec-00773,dup-0,emiily,dixon,,59329,wadersloh,217118592,1974,10,14
rec-00781,dup-0,hanna,white,,73337,bad uberkingen,767226649,2011,11,4
rec-00788,dup-0,louise,wahlstedt,lowe,12045,berlin neukolln,410546623,2003,6,13
rec-00789,dup-0,amelia,reid,,4416,markkleeberg,190650466,1982,5,7
rec-00790,dup-0,kirra,heron,,93352,rohr i. nb,440454158,1952,6,18
rec-00795,dup-0,ella,buitendyk,mccarthy,45731,waltrop,46952312,1965,10,20
rec-00799,dup-0,asha,mason,,22143,hamburg,578851677,2023,11,27
rec-00800,dup-0,chelsea,campbell,wang,35423,lich,521764477,1953,12,5
rec-00816,dup-0,larissa,mew,,25746,heide,577170867,1968,10,6
rec-00821,dup-0,mia,scaturchio,,92660,neustadt a.d. waldnaab,78999658,1991,4,24
rec-00827,dup-0,sarah,wilkins,,69181,leimen,623431911,1938,11,13
rec-00829,dup-0,willow,extremera,,71287,weissach,334258775,1970,2,9
rec-00850,dup-0,taylah,kaxhiro,gatcke,53177,bonn,39224737,2001,2,22
rec-00859,dup-0,chloe,lund,haythorpe,77889,seebach,76428309,1961,1,7
rec-00893,dup-0,trinity,yiannoulis,,97837,erlenbach b. marktheidenfeld,73315233,1964,5,17
rec-00915,dup-0,brielle,crosswell,,97845,neustadt a. main,622232969,1946,3,22
rec-00921,dup-0,eboni,croker,,4209,leipzig,238781,1971,7,27
rec-00938,dup-0,erin,clarke,,73557,mutlangen,120232832,1976,12,5
rec-00958,dup-0,daniella,koopman,tippins,95030,hof,48319043,1986,4,9
rec-00962,dup-0,talissa,tippins,,26937,stadland,573958192,1993,3,8
rec-00964,dup-0,sophie,clarke,,35516,munzenberg,81769169,1972,4,2
rec-00966,dup-0,grace,lovi,matthews,37355,niederorschel,85664756,1990,10,2
rec-00987,dup-0,,whisson,rachel,22527,hamburg,545425615,1993,7,8
rec-00992,dup-0,felicity,parsons-lord,shepherd,57399,kirchhundem,772369700,1980,10,23
rec-00994,dup-0,samantha,burford,reid,79362,forchheim,803447256,1982,9,17
rec-01001,dup-0,prudence,ballantyne,,52531,ubach-palenberg,847529810,1933,4,26
rec-01014,dup-0,charlotte,mcvicar,apted,94556,neuschonau,89476557,1939,8,14
rec-01018,dup-0,elli,foch,,46240,bottrop,738323762,1948,5,18
rec-01040,dup-0,ashleigh,grosser,,58095,hagen,444783501,1974,5,10
rec-01041,dup-0,mia,mildren,longden,85309,pornbach,486100795,1999,2,20
rec-01064,dup-0,emiily,builth,nurse,13407,berlin-west,5276091,9,1992,21
rec-01066,dup-0,elly,rawlings,dancey,36381,schluchtern,695802846,1965,9,15
rec-01076,dup-0,xani,dumuid,,7318,saalfeld/saale,13309649,1938,7,20
rec-01082,dup-0,sarah,,alderman,48268,greven,125147316,2018,2,15
rec-01109,dup-0,mikayla,petersen,,89173,lonsee,611810007,1937,11,7
rec-01110,dup-0,jordan,stanley,burman,21516,woltersdorf,44219850,2019,11,16
rec-01130,dup-0,jasmine,robson,crouch,23758,oldenburg in holstein,382141131,1959,6,22
rec-01131,dup-0,bethany,golder,,58119,hsgen,519681406,1964,8,16
rec-01148,dup-0,jasmine,thurlow,,58313,herdecke,446721140,2012,11,30
rec-01149,dup-0,alannah,quilliam,tailor,7950,zeulenroda-triebes,101153536,1968,6,1
rec-01155,dup-0,caitlin,forshaw,,84164,moosthenning,320875677,1943,1,24
rec-01184,dup-0,liana,bosboom,,16321,bernau,270120293,1969,9,7
rec-01193,dup-0,beth,morrison,white,16548,glienicke/nordbahn,222995824,4,1988,28
rec-01210,dup-0,phoebe,rees,dennes,23827,wensin,576922154,1963,2,9
rec-01212,dup-0,tarshya,santman,dixon,34292,ahnatal,421121918,1989,9,7
rec-01234,dup-0,elizabeth,clarke,,76437,rastatt,841656729,5,9,1976
rec-01240,dup-0,eliza,white,,96231,staffelstein,737380256,1987,2,3
rec-01244,dup-0,brigette,mcclelland,,45134,essen,378660091,1971,8,7
rec-01267,dup-0,tara,webb,baillie,27574,bremerhaven,666599727,1982,24,11
rec-01278,dup-0,talia,walls,,61206,wollstadt,232160146,2012,5,28
rec-01281,dup-0,aikaterina,nguyen,,98673,eisfeld,623776107,5,1965,6
rec-01294,dup-0,sara,clarke,nguyen,21775,ihlienworth,120532038,1929,5,12
rec-01302,dup-0,emiily,stanley,,38122,braunschweig,589363398,2004,12,13
rec-01303,dup-0,ayla,quilliam,,39245,gommern,449531531,2005,3,5
rec-01307,dup-0,amelia,delkic,,27476,cuxhaven,744931504,1990,8,16
rec-01327,dup-0,caresse,hoffman,jiang,58119,hagen,652780438,1979,1,28
rec-01362,dup-0,yana,aherne-vonhoff,,79359,riegel kaiserstuhl,512374331,1972,1,25
rec-01365,dup-0,takara,donkin,dorling,95701,pechbrunn,542388482,1965,3,8
rec-01374,dup-0,lucy,weniton,,80686,munchen,274140898,1964,10,19
rec-01376,dup-0,paige,hand,,54294,trier,685903523,1906,11,15
rec-01400,dup-0,paige,campbell,,24369,waabs,675535694,1949,4,3
rec-01403,dup-0,brydee,blake,,71717,beilstein,448122350,2000,3,13
rec-01412,dup-0,tiana,lamprey,dunnicliff,65399,kiedrich,440245806,1959,1,18
rec-01419,dup-0,sophie,bishop,bladel,55278,mommenheim,285274905,1955,3,22
rec-01429,dup-0,schkirra,campbell,,98716,elgersburg,718837313,2005,9,12
rec-01437,dup-0,bailee,white,weaver,65760,eschborn,745645966,1965,11,2
rec-01439,dup-0,chloe,rawlings,matthews,63826,geiselbach,283608058,2012,6,20
rec-01454,dup-0,india,kyriacou,borgmeyer,94145,haidmuhle,62700926,1993,3,29
rec-01455,dup-0,hannah,hazell,,49377,vechta,34859902,1957,3,7
rec-01457,dup-0,kelsea,white,,78054,villingen-schwenningen,339709278,1956,8,31
rec-01460,dup-0,stephanie,stolz,manthorpe,4349,leipzig,124869324,1969,8,14
rec-01476,dup-0,niamh,braithwaite,,42781,haan,831537090,1941,5,4
rec-01482,dup-0,ruby,chorley,pavli,17419,seebad ahlbeck,602882851,1974,12,14
rec-01497,dup-0,hannah,quilliam,,90427,nurnberg,258454612,1955,1,31
rec-01505,dup-0,courtney,kyriacou,soden,22961,oetjendorf,554133468,1955,6,9
rec-01506,dup-0,bridget,ryan,lowe,33607,bielefeld,391472141,1983,6,3
rec-01510,dup-0,felicity,bloomfield,,2625,bautzen,434982445,1978,10,1
rec-01511,dup-0,ashleigh,bibby,,57612,birnbach,341208139,1992,6,26
rec-01519,dup-0,jasmine,rozerio,,65558,burgschwalbach,4333252,1959,8,12
rec-01544,dup-0,marley,lock,maltman,7745,jena,332752797,2003,3,16
rec-01547,dup-0,maria,treilibs,,73733,esslingen am neckar,89293809,1949,6,12
rec-01549,dup-0,jasmin,chandler,,49597,rieste,640439838,1992,1,8
rec-01555,dup-0,alexandra,gold,,63811,stockstadt am main,880809982,1987,2,10
rec-01560,dup-0,stephanie,clarke,longden,13597,berlin spandau,70898846,1976,1,27
rec-01584,dup-0,georgia,campbell,mason,50999,koln,718380534,1990,7,14
rec-01596,dup-0,caitlin,sagrestano,campbell,3205,calau,742547957,1982,8,5
rec-01601,dup-0,victoria,campbell,,35619,braunfels,675943053,1954,8,6
rec-01625,dup-0,olivia,reimers,,96231,staffelstein,137659177,1977,5,13
rec-01637,dup-0,ruby,goode,hage,7381,possneck,881822930,2005,8,11
rec-01641,dup-0,georgia,campbell,,74564,crailsheim,834978210,1962,3,7
rec-01643,dup-0,emiily,beadle,,35683,dillenburg,636688409,1957,3,29
rec-01647,dup-0,matisse,blackwell,,76474,au am rhein,1729140,1962,0,5
rec-01650,dup-0,taliah,stoneman,mitton,73342,bad ditzenbach,366425673,1939,13,8
rec-01652,dup-0,isabella,purser,bugslag,4451,borsdorf,518442269,2022,1,24
rec-01655,dup-0,brooke,moyse,,44787,bochum,6115504,1984,3,18
rec-01668,dup-0,arabella,,warneke,38100,braunschweig,449923195,1969,9,23
rec-01669,dup-0,zoe,seppelt,,45357,essen,457273039,1991,4,18
rec-01672,dup-0,kate,eyre,,20251,hamburg,476494515,1963,3,4
rec-01692,dup-0,madison,howie,halligan,48324,sendenhorst,59792633,2008,8,30
rec-01700,dup-0,georgia,jaric,,14469,potsdam,137111203,1951,12,13
rec-01706,dup-0,isabella,ebert,spears,24878,jagel,444763237,1960,9,22
rec-01719,dup-0,karli,kulesza,,67734,katzweiler,59035981,1994,9,2
rec-01738,dup-0,mia,birkin,lodge,50937,koln,448756224,1945,2,14
rec-01767,dup-0,caitlin,donaldson,,39444,hecklingen,139243431,1966,8,10
rec-01768,dup-0,sian,clarke,,6132,halle/ saale,130594692,1952,1,20
rec-01792,dup-0,kaitlin,tippins,,32278,kirchlengern,133525325,1983,12,14
rec-01801,dup-0,lucy,rosborough,,26209,hatten,247754920,1956,1,17
rec-01802,dup-0,brianna,lademan,,54341,fell,8183097,2015,6,4
rec-01804,dup-0,bridget,feneley,hyland,95168,marktleuthen,220927945,2008,7,2
rec-01816,dup-0,chelsea,dunnicliff,grosser,42855,remscheid,385140446,2010,2,2
rec-01818,dup-0,chelsea,eglinton,mccarthy,17258,feldberger seenlandschaft,349987549,1988,2,24
rec-01830,dup-0,casey,cadman,,13189,berlin pankow,529994788,2012,5,5
rec-01844,dup-0,mollie,snelling,,99086,erfurt,389573880,1997,23,4
rec-01849,dup-0,kayla,neander,,8115,lichtentanne,215418466,1950,10,4
rec-01850,dup-0,brooke,creten,blackwell,22043,hamburg,851819384,2012,7,4
rec-01853,dup-0,molly,walls,,820w1,grunwald,447266616,1997,7,21
rec-01863,dup-0,claire,clarke,bishop,24888,steinfeld und loit,68562746,1968,4,14
rec-01892,dup-0,lily,chandler,,49586,merzen,480907389,1953,4,15
rec-01893,dup-0,sophie,beal,morrison,34292,ahnatal,103505512,2007,3,23
rec-01914,dup-0,ruby,radovic,,97792,riedenberg,471177560,1977,8,30
rec-01921,dup-0,charlotte,couzens,,79427,eschbach,52751091,1994,1,27
rec-01930,dup-0,emiily,sztolc,mason,88178,heimenkirch,32546792,1933,3,23
rec-01941,dup-0,kelsye,cochrane,,75059,zaisenhausen,302858336,2010,2,14
rec-01942,dup-0,alana,dixon,heuer,31139,hildesheim,398458869,1959,7,11
rec-01948,dup-0,indiana,eisner,pontifex,4639,gossnitz,57927687,1963,6,3
rec-01953,dup-0,laetitia,mcdarthy,clarke,49324,melle,160601459,1987,8,6
rec-01958,dup-0,holly,,gogel,55430,oberwesel,14981567,1974,11,21
rec-01961,dup-0,portia,tunstall,,38551,ribbesbuttel,363158590,1976,4,23
rec-01971,dup-0,georgia,matthews,bellew,40549,dusseldorf,242521833,1989,8,17
rec-02022,dup-0,alannah,heyer,,34379,calden,232392570,1977,11,14
rec-02037,dup-0,macy,kaplan,,96176,pfarrweisach,729149559,1998,8,13
rec-02048,dup-0,michelle,weller,cadman,25421,pinneberg,302544940,1944,10,21
rec-02049,dup-0,sarah,blows,snell,45899,gelsenkirchen,147839029,2001,11,18
rec-02063,dup-0,kylie,mason,,33397,rietberg,164680391,2017,7,5
rec-02074,dup-0,bethany,bishop,brennand,53123,bonn,46325807,1977,4,16
rec-02076,dup-0,emiily,weaver,,47169,duisburg,703424058,1974,12,10
rec-02090,dup-0,eli2a,fleet,,1561,grossenhain,139286101,2009,11,23
rec-02092,dup-0,matilda,webb,,16845,neustadt (dosse),628727602,2001,9,28
rec-02096,dup-0,ruby,webb,waller,57271,hilchenbach,131738250,1991,6,20
rec-02101,dup-0,tara,zimmermann,,38104,braunschweig,311578673,1966,2,19
rec-02113,dup-0,mikayla,jozwa,,83684,tegernsee,772521469,2002,11,29
rec-02136,dup-0,kimberly,riva,,35690,dillenburg,544609512,2001,7,2
rec-02141,dup-0,freya,papageorgiou,,66359,bous,7232234o6,1994,11,27
rec-02155,dup-0,bailee,fitzpatrick,clarke,97491,aidhausen,360169119,1993,5,8
rec-02157,dup-0,natalia,hammer,,12101,berlin tempelhof,419748512,1961,6,10
rec-02163,dup-0,ruby,radovic,,90441,nurnberg,390524279,1972,2,27
rec-02168,dup-0,ysobel,mason,,78253,eigeltingen,358579882,2008,4,27
rec-02171,dup-0,caitlin,stephenson,campbell,21391,reppenstedt,260585321,1968,4,2
rec-02174,dup-0,gilbertson,ella,lanyon,45356,essen,820937608,1966,10,4
rec-02177,dup-0,rump,phoebe,,83539,pfaffing,832887010,1972,11,6
rec-02192,dup-0,eleanor,vincent,bowles-baker,25485,hemdingen,620644614,1982,7,24
rec-02198,dup-0,matthews,kimberly,,58540,meinerzhagen,877267430,1967,6,12
rec-02212,dup-0,saime,campbell,broadby,97493,bergrheinfeld,653720584,1947,5,24
rec-02216,dup-0,sylvie,myles,,48165,munster,850267531,1949,10,10
rec-02221,dup-0,chelsea,clarke,,12105,berlin mariendorf,840223517,2020,11,19
rec-02232,dup-0,emiily,mendrin,,6869,coswig (anhalt),758324281,2002,9,2
rec-02241,dup-0,,babic,holly,39619,arendsee,442592563,2000,2,4
rec-02247,dup-0,madison,walls,manson,34376,immenhausen,890615524,1999,7,19
rec-02259,dup-0,sophie,granter,,92237,sulzbach-rosenberg,290274751,1992,1,12
rec-02276,dup-0,emiily,lomman,,79801,hohentengen am hochrhein,820679648,1998,12,4
rec-02287,dup-0,casey,hanna,,90489,nurnberg,721805823,2005,4,2
rec-02300,dup-0,lauren,,,79539,lorrach,750731566,1970,1,16
rec-02310,dup-0,danielle,white,dasilva,72664,kohlberg,26286723,1968,7,29
rec-02318,dup-0,alisha,bloomfield,willes,49597,rieste,808776956,1964,6,16
rec-02338,dup-0,danielle,green,,12689,berlin,32372855,1984,11,26
rec-02350,dup-0,emiily,pascoe,crouch,34246,vellmar,646835537,2005,1,4
rec-02369,dup-0,holly,white,,83512,wasserburg a. inn,190856832,1962,6,21
rec-02375,dup-0,olivia,widdowson,,70619,stuttgart,853562150,20,4,1972
rec-02376,dup-0,morgan,lock,,22397,hamburg,292704657,1980,5,26
rec-02397,dup-0,jdae,cadman,nguyen,96172,muhlhausen,152513351,1958,8,20
rec-02412,dup-0,laura,purich,,6711,zeitz,746993867,1993,6,17
rec-02415,dup-0,claudia,gade,berryman,45661,recklinghausen,358563563,1945,9,27
rec-02421,dup-0,nicola,campbell,coleman,46284,dorsten,843877012,1961,6,2
rec-02426,dup-0,rachel,boyle,,54492,zeltingen-rachtig,349446054,1967,8,12
rec-02431,dup-0,hayley,george,,16356,werneuchen,195764585,1984,3,23
rec-02437,dup-0,,sheldon,sophie,59757,arnsberg,180747711,1989,7,11
rec-02446,dup-0,alexandra,abera,,87749,hawangen,51312949,2019,9,3
rec-02468,dup-0,kelsy,simmonds,,42111,wuppertal (donberg,58957586,2013,12,13
rec-02473,dup-0,madeline,snell,,14641,nauen,564166679,1938,12,9
rec-02476,dup-0,hayley,tregoning,,49685,emstek,592628292,2019,8,8
rec-02549,dup-0,irene,moun,ruffy,36286,neuenstein (hessen),690649877,1947,3,15
rec-02551,dup-0,ella,longo,thorpe,8324,bockau,427943131,2015,10,10
rec-02561,dup-0,sieber,lucy,mazzone,60549,frankfurt am main,294592425,1960,8,18
rec-02563,dup-0,esme,mason,,89423,gundelfingen a.d. donau,542169659,1956,9,20
rec-02572,dup-0,jasmyn,paddon,westbrook,80809,munchen,591827689,8,1,2004
rec-02584,dup-0,erin,brooker,kavaleris,85391,allershausen,92808725,1963,11,21
rec-02595,dup-0,stella,rudd,roche,82211,herrsching a. ammersee,125593821,1996,9,11
rec-02614,dup-0,keira,jolly,,77796,muhlenbach,662116212,1990,9,27
rec-02618,dup-0,lucy,schoder,,69234,dielheim,429951512,2012,2,16
rec-02653,dup-0,chelsea,nicolle,,46562,voerde (niederrhein),646628265,2014,2,18
rec-02656,dup-0,erin,traforti,heidrich,31627,rohrsen,772526562,1983,5,4
rec-02659,dup-0,esther,rawlings,,27248,ehrenburg,48670222,15,8,1958
rec-02670,dup-0,jenna,dichiera,zimmermann,39579,rochau,768330480,1994,12,30
rec-02680,dup-0,amber,campbell,,97909,stadtprozelten,14446036,1970,6,29
rec-02711,dup-0,bethanie,secomb,,29494,trebel,178227367,2014,12,5
rec-02717,dup-0,imogen,kirkmoe,burford,15344,strausberg,134895290,2016,18,1
rec-02736,dup-0,charlotte,lutz,,26409,wittmund,667748861,1948,6,27
rec-02742,dup-0,ebony,fitzpatrick,,48157,munster,480247341,2009,1,14
rec-02745,dup-0,ruby,baskin,gimbrere,74081,heilbronn,141561748,24,9,1961
rec-02753,dup-0,lily,phillpott,boyes,58640,iserlohn,206846949,2016,9,17
rec-02754,dup-0,michaela,janowska,florinis,89362,offingen,527833149,1956,11,13
rec-02768,dup-0,vanessa,quatermass,,1774,klingenberg,504276289,1955,9,16
rec-02787,dup-0,cassandra,hemmings,,18055,rostock,637389158,1974,6,20
rec-02820,dup-0,amelia,o'shannessy,,31638,stockse,351924554,1944,3,6
rec-02822,dup-0,indiana,noack,,22763,hamburg,12968784,1947,3,12
rec-02823,dup-0,caitlin,campbell,green,24576,bad bramstedt,607157652,1969,10,1
rec-02830,dup-0,eliza,record,,54487,wintrich,15535453,2016,6,20
rec-02844,dup-0,mikhayla,piccoli,goldsworthy,39112,magdeburg,81147552,1962,6,2
rec-02845,dup-0,alexandra,boxer,,82402,seeshaupt,466364896,1994,7,2
rec-02851,dup-0,leah,alves,van keulen,84094,elsendorf,215778545,1985,12,13
rec-02856,dup-0,lucinda,wyllie,gwatking,88433,schemmerhofen,524512815,1949,1,18
rec-02873,dup-0,chelzea,liddy,,65366,geisenheim,78568813,1968,8,13
rec-02876,dup-0,caitlim,hope,,18609,binz,449477687,1993,1,17
rec-02884,dup-0,,green,emma,13595,berlin wlhelmstadt,795590805,2011,7,25
rec-02886,dup-0,ruby,newey,,53113,bonn,686248408,1989,4,10
rec-02905,dup-0,charlotte,cochrane,,78600,kolbingen,390790932,2023,11,27
rec-02916,dup-0,makenzie,nguyen,mccarthy,65582,diez,309429343,1972,2,25
rec-02929,dup-0,vanessa,braithwaite,dorrell,70195,stuttgart,38654866,1995,4,9
rec-02944,dup-0,hayley,rembowski,,45731,waltrop,588541651,1980,12,13
rec-02953,dup-0,samantha,trathen,bradshaw,70629,stuttgart-flughafen,82965279,1969,4,6
rec-02955,dup-0,kailey,sones,haskett,41539,dormagen,136447604,1956,11,15
rec-02957,dup-0,emiily,zagar,stubbs,96172,muhlhausen,444661643,1991,2,21
rec-02972,dup-0,amber,webb,weidenbach,96242,sonnefeld,458142602,1995,7,15
rec-02978,dup-0,shelby,rivers,,53229,bonn,450835526,2000,3,30
rec-02980,dup-0,tara,blackwell,green,81247,munchen,6212936,1964,9,2
rec-03005,dup-0,emiily,george,sellmann,30982,pattensen,86292900,1994,1,16
rec-03013,dup-0,tarnee,boyle,mason,74915,waibstadt,59121521,1999,3,16
rec-03014,dup-0,olivia,tapper,,92545,niedermurach,855552995,1969,11,5
rec-03019,dup-0,jessica,sedunary,lowe,94545,hohenau,672653058,1970,4,2
rec-03040,dup-0,mary,sekulitch,ryan,73453,abtsgmund,415108006,1979,2,14
rec-03042,dup-0,taalia,wickel,,20099,hamburg,821154219,1970,10,3
rec-03053,dup-0,danielle,egan,,16515,oranienburg,383944287,1988,3,30
rec-03073,dup-0,marlee,shepherd,metherell,71229,leonberg,418317696,2011,8,4
rec-03082,dup-0,emiily,coleman,mesecke,85129,oberdolling,612558960,1933,8,5
rec-03094,dup-0,hobson,chelsea,,83224,grassau,431639901,1988,5,9
rec-03102,dup-0,schkirra,ionnidis,clarke,10717,berlin wilmersdorf,623162279,1959,8,5
rec-03108,dup-0,montana,bishop,,63863,eschau,317861083,1964,9,23
rec-03109,dup-0,keelin,burford,,66907,glan-munchweiler,882199881,1987,7,28
rec-03114,dup-0,nicola,george,,48301,nottuln,78310994,1967,3,19
rec-03145,dup-0,cybulski,dent,harriet,21438,brackel,107500131,1943,12,25
rec-03150,dup-0,kayla,edson,stubbs,29439,luchow,804784662,1982,7,17
rec-03179,dup-0,naomi,musolino,,47509,rheurdt,782801441,1959,5,8
rec-03190,dup-0,jasmine,stronach,anicic,53225,bonn,187752411,1989,7,1
rec-03204,dup-0,isabella,lock,,35633,lahnau,801383381,1960,2,4
rec-03217,dup-0,aleesha,scerri,coulson,49685,emstek,774442680,1992,1,2
rec-03229,dup-0,caitlin,pulvirenti,,54664,preist,609820465,2001,12,24
rec-03245,dup-0,ella,tuckwell,,13057,berlin falkenberg,751927870,1969,7,11
rec-03246,dup-0,isabella,korff,walkenhorst,33605,bielefeld,70690468,1996,3,9
rec-03249,dup-0,lucy,excell,,14167,berlin zehlendorf,543782910,2,1944,28
rec-03251,dup-0,tara,chandler,,70439,stuttgart,845404043,1955,7,7
rec-03252,dup-0,briley,tiedemann,,54584,junkerath,349547096,1983,11,16
rec-03254,dup-0,charlotte,lowe,,79379,mullheim,80544903,1972,12,29
rec-03258,dup-0,madeleine,,wilkins,97348,rodelsee,304859944,1986,4,7
rec-03267,dup-0,emiily,sheldon,,85092,kosfhing,79310072,2002,5,11
rec-03276,dup-0,erin,hoque,,20535,hamburg,357793852,1997,7,9
rec-03301,dup-0,holly,webb,rushforth,48351,everswinkel,791121399,11,6,1990
rec-03341,dup-0,alexandra,bradshaw,,55777,berschweiler bei baumholder,483633196,1978,3,30
